Standard mean,1.0641768,0.065087244,0.043944098,0.03219087,0.026647411,0.024202378,0.019378427,0.01738492,0.01564095,0.013958552,0.01297481
Standard stdev,0.40384594,0.018925078,0.02363023,0.020414425,0.019135566,0.019732425,0.018024174,0.018161366,0.016925033,0.016749898,0.018324373
Seq mean,1.32929,0.03121298,0.017593313,0.011839174,0.008043186,0.006451449,0.004975329,0.0040406273,0.0033947695,0.0030352345,0.002672889
Seq stdev,0.5149378,0.012254671,0.007262281,0.008201469,0.0089180125,0.008332381,0.0071760705,0.0067902924,0.006452445,0.0061918474,0.0058119856

Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams
makedata2,50,10,100,4,56,96
