Standard mean,1.0183502,0.095836334,0.07341537,0.060409516,0.050179034,0.0408193,0.035129707,0.030283727,0.02813953,0.026010158,0.024729267
Standard stdev,0.36680147,0.015796555,0.021414109,0.02793149,0.029523797,0.027097879,0.027170733,0.025860026,0.026649587,0.02525596,0.024441285
Seq mean,1.2884805,0.06789593,0.034293216,0.021811636,0.016208325,0.013722377,0.011814241,0.009938348,0.008351202,0.006877339,0.006030946
Seq stdev,0.57648456,0.018995611,0.016227737,0.008153345,0.006453007,0.006277676,0.007460855,0.007711963,0.007513227,0.00698128,0.007105023
,,,,,,,,,,,
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,,,,,,,
makedata2,50,5,50,4,,,,,,,
