Standard mean,0.870105,0.11915279,0.08009658,0.05834494,0.04488126,0.03582523,0.030174708,0.026560511,0.026019948,0.024146087,0.022738354
Standard stdev,0.30433157,0.028327977,0.04611939,0.047911268,0.043610286,0.03930487,0.03668429,0.035197053,0.03556667,0.033608746,0.032918587
Seq mean,1.0219164,0.069557585,0.030456865,0.01824807,0.013454375,0.009941226,0.007418554,0.005477669,0.004396686,0.003688172,0.002828772
Seq stdev,0.59496516,0.036522787,0.023939306,0.008334626,0.007142836,0.006555363,0.00660145,0.006729937,0.006030383,0.005808998,0.005025486
,,,,,,,,,,,
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,,,,,,,
makedata1,50,5,50,4,,,,,,,
