Standard mean,0.92386127,0.11701046,0.06174667,0.037192043,0.026453782,0.019063452,0.014607493,0.011973189,0.00946803,0.007983768,0.006714847,0.005386468,0.004232281,0.003792513,0.003195908,0.00270345,0.002184311,0.00212625,0.001934792,0.001676931,0.001604081,0.001417163,0.001250745,0.001003745,0.001031303,0.000807759,0.000639159,0.000704045,0.000747549,0.000600161,0.000593271,0.000578611,0.000574491,0.000462035,0.000477006,0.000523905,0.000510515,0.00067551,0.000634642,0.000607361,0.000492378,0.000436103,0.000447354,0.000432472,0.000406949,0.000352591,0.000438465,0.000507665,0.000396666,0.000485919,0.000491443,0.000488947,0.000451764,0.000476503,0.000465723,0.000603443,0.000566891,0.000500035,0.000529219,0.000489389,0.000845431,0.00059642,0.000921567,0.000639158,0.000629961,0.000643448,0.000605258,0.000550958,0.000603366,0.000525164,0.000455777,0.00057263,0.000534741,0.000588861,0.000473348,0.000504154,0.000483714,0.000838606,0.000677811,0.000597918,0.000668743,0.000557527,0.0004922,0.000692695,0.000602453,0.000533953,0.000467936,0.00048243,0.000563571,0.000666959,0.000832837,0.000980306,0.001087589,0.000740923,0.000706067,0.000605321,0.000534215,0.000617182,0.000486331,0.000470814,0.000482322
Standard stdev,0.4369021,0.030970965,0.040400963,0.034002934,0.028351419,0.021207351,0.018727409,0.01666733,0.014117291,0.01385518,0.013773043,0.010640673,0.00715182,0.006496856,0.005826672,0.005372062,0.004793114,0.00444959,0.004538029,0.004105639,0.004015877,0.003579913,0.003333947,0.00287589,0.003192278,0.002345491,0.001879353,0.001836354,0.001947501,0.001646607,0.001861094,0.00115945,0.001197305,0.000815039,0.000522026,0.000675507,0.000464653,0.001651793,0.001154839,0.00130636,0.000614118,0.000473387,0.000404548,0.000662917,0.000378361,0.000303978,0.000711056,0.000879987,0.000359788,0.000677852,0.000925702,0.000612208,0.000611706,0.000613531,0.000626605,0.000889169,0.000779089,0.000475563,0.000640902,0.000678957,0.002668684,0.001082164,0.002280713,0.000964315,0.00127906,0.001069877,0.000560994,0.000851148,0.001019675,0.000614653,0.000517396,0.000995604,0.000643594,0.00078269,0.000531933,0.000543751,0.000674777,0.0024539,0.000885937,0.000620054,0.001116962,0.000589784,0.000598472,0.001504728,0.000976762,0.000870027,0.000516398,0.000590998,0.00069738,0.000959179,0.001752613,0.002525746,0.003445269,0.001085943,0.001396853,0.000809188,0.000880226,0.001246887,0.000668061,0.000515632,0.000661235
Sequential mean,1.3499182,0.07208421,0.030044578,0.017041126,0.012148176,0.009368427,0.006638757,0.00457603,0.003613251,0.003014499,0.002575769,0.002190099,0.001964016,0.001747987,0.001700409,0.001745639,0.00150003,0.001345038,0.001269044,0.001190961,0.001062894,0.001068565,0.000992561,0.000903743,0.000912539,0.000707432,0.000698563,0.000707782,0.000667876,0.000544304,0.000548254,0.000540244,0.000593703,0.000549427,0.000504889,0.000500648,0.000563222,0.000512407,0.000519157,0.000493209,0.000492081,0.000509055,0.00053234,0.00056176,0.000555784,0.000542356,0.000515022,0.000548894,0.000560946,0.000591009,0.000547165,0.000517825,0.000576725,0.000587302,0.000554458,0.000561377,0.000527688,0.000594216,0.000613637,0.000581803,0.000626425,0.000636971,0.000616162,0.000660045,0.000524019,0.000549043,0.000565334,0.000589506,0.000584829,0.000568796,0.000527398,0.000578154,0.000539082,0.000532298,0.000642251,0.000644867,0.000673589,0.000705182,0.00071323,0.000629863,0.000621499,0.000670536,0.000730843,0.000593438,0.000543573,0.00047685,0.000494785,0.000531712,0.00068433,0.000639217,0.000628041,0.00066568,0.00062723,0.000738366,0.000661348,0.000609291,0.000642456,0.000693813,0.000626605,0.000728844,0.000738526
Sequential stdev,0.7682337,0.036312934,0.021060303,0.008467156,0.00758107,0.007826762,0.007271525,0.006480176,0.006260952,0.005938723,0.005544087,0.005257051,0.004934266,0.004592067,0.004682737,0.005099164,0.004316127,0.004086181,0.003989453,0.003707926,0.00343105,0.003524981,0.003164963,0.003263937,0.00313332,0.002564407,0.002537506,0.002470282,0.002347048,0.00185418,0.001776441,0.001712717,0.002213602,0.002031189,0.001691256,0.001701284,0.002099901,0.001838994,0.001717957,0.001717336,0.001743434,0.001713349,0.001874469,0.001974744,0.001781379,0.001853998,0.001713589,0.001941818,0.002162434,0.001878509,0.001975117,0.001842574,0.001951833,0.001922053,0.002122128,0.002004672,0.001858146,0.002186472,0.002372457,0.001993563,0.002400926,0.002211893,0.001898927,0.002032002,0.001802989,0.002067262,0.001843467,0.001937146,0.001793556,0.001673018,0.001822766,0.002011757,0.001764878,0.001844546,0.002557634,0.001929086,0.002533862,0.002285028,0.002174869,0.001779239,0.001701511,0.001786244,0.001511986,0.001025779,0.000773557,0.000399559,0.00044973,0.000426618,0.000840883,0.000650346,0.000589467,0.0006989,0.000523136,0.000721558,0.000918011,0.000609041,0.00077772,0.000717675,0.000520152,0.001120399,0.00099841
,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500
Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makedata1,100,5,500,12,168,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difference,-0.42605693,0.04492625,0.031702092,0.020150917,0.014305606,0.009695025,0.007968736,0.007397159,0.005854779,0.004969269,0.004139078,0.003196369,0.002268265,0.002044526,0.001495499,0.000957811,0.000684281,0.000781211,0.000665749,0.00048597,0.000541187,0.000348598,0.000258184,0.000100002,0.000118765,0.000100327,-5.9404E-05,-3.73728E-06,7.96729E-05,5.58576E-05,4.5017E-05,3.83669E-05,-1.92121E-05,-8.73916E-05,-2.78825E-05,2.32573E-05,-5.27067E-05,0.000163103,0.000115485,0.000114152,2.9666E-07,-7.2952E-05,-8.49862E-05,-0.000129288,-0.000148835,-0.000189765,-7.65578E-05,-4.12291E-05,-0.00016428,-0.00010509,-5.57214E-05,-2.88777E-05,-0.000124961,-0.000110798,-8.87347E-05,4.20669E-05,3.92033E-05,-9.41811E-05,-8.44177E-05,-9.24143E-05,0.000219006,-4.05509E-05,0.000305405,-2.08874E-05,0.000105942,9.44054E-05,3.99246E-05,-3.85471E-05,1.85371E-05,-4.36316E-05,-7.16209E-05,-5.5235E-06,-4.34113E-06,5.65631E-05,-0.000168903,-0.000140713,-0.000189874,0.000133423,-3.54193E-05,-3.19456E-05,4.7244E-05,-0.000113009,-0.000238642,9.92566E-05,5.88809E-05,5.71031E-05,-2.68495E-05,-4.9282E-05,-0.00012076,2.77428E-05,0.000204796,0.000314626,0.000460359,2.55701E-06,4.47188E-05,-3.96937E-06,-0.000108241,-7.66304E-05,-0.000140274,-0.00025803,-0.000256204
