Standard mean,1.2392261,0.0678955,0.035999253,0.020412542,0.014663625,0.0108727785,0.008430445,0.006026743,0.0050928253,0.0049619586,0.004106254,0.0035526592,0.0032876455,0.00285358,0.0027494987,0.0022234202,0.0024029056,0.002233819,0.0018143437,0.0017552975,0.0015709922,0.0017131153,0.0017711655,0.0016709496,0.0017557446,0.0017601874,0.0017374683,0.0017151354,0.0015485381,0.0016898892,0.001538629,0.0015232222,0.001976769,0.0017423894,0.0017954585,0.001571409,0.0017039801,0.0018601395,0.0017635114,0.0019163054,0.0019312758,0.0017291846,0.0015815288,0.0016877179,0.0015800133,0.0015230683,0.0015925891,0.0015849124,0.0016086441,0.0015427447,0.0015557589
Standard stdev,0.5158846,0.028612264,0.031539008,0.025790123,0.02490087,0.02033929,0.016978784,0.014319308,0.01373732,0.015988294,0.014764235,0.01375823,0.012853393,0.011163901,0.011179574,0.009608226,0.011637575,0.010852344,0.009329893,0.009320568,0.00911106,0.010679399,0.010937869,0.009869973,0.009751365,0.009835586,0.010169372,0.009448082,0.009256686,0.009832441,0.009301317,0.009629739,0.01043597,0.010496019,0.009456654,0.009515213,0.010271278,0.011085223,0.009096974,0.009601797,0.0097120665,0.010564593,0.009305084,0.009295296,0.00952248,0.009611723,0.0100883925,0.010392671,0.009968868,0.009291554,0.009921353
Sequential mean,1.3549718,0.030813022,0.011206367,0.0051721353,0.00315924,0.0020856839,0.0015924576,0.0013258334,0.0011763846,0.0012977273,0.0011596904,0.0011722099,0.0011921773,0.0012526012,0.00127322,0.0013659653,0.0013937007,0.001396948,0.0014145587,0.0015245662,0.0014966321,0.0015257378,0.0015289146,0.0015765796,0.0016586335,0.0015569307,0.0015972657,0.001623085,0.0015723475,0.001594794,0.0015467476,0.0017560744,0.0016088482,0.0017418972,0.001716385,0.0017707554,0.001832053,0.0018683592,0.0018379621,0.001943892,0.0020478466,0.0020734787,0.002081333,0.0022783608,0.0023345083,0.0024377042,0.0026538488,0.0025817286,0.0026579811,0.0027214973,0.0028970495
Sequential stdev,0.72429633,0.019874066,0.0064709317,0.004432335,0.0034935088,0.0024064172,0.00233201,0.0021134014,0.0023363288,0.002425413,0.0021778718,0.0017716145,0.0016311309,0.0016179002,0.0016009047,0.00207959,0.0017496014,0.0017232051,0.0015999133,0.0017160517,0.0014899399,0.0016478361,0.0017433498,0.0016746762,0.0014662159,0.0018074699,0.0018482642,0.0014909718,0.0015271687,0.0014925271,0.0013147362,0.001850718,0.0014224101,0.0015866854,0.0013821439,0.0013851172,0.0013182053,0.0017596291,0.0015431124,0.0014886449,0.0015640972,0.0017905278,0.0017844095,0.0018479136,0.0016562983,0.0021335648,0.0020897058,0.002143743,0.0021413048,0.002468405,0.002381462

Data set,num of models,Epochs per measurement,total epochs,mapping layer size,params,seqparams
makedata2,100,10,500,12,168,288
