Standard mean,1.1604978,0.17241403,0.1920549,0.17500184,0.15148829,0.13929135,0.1420538,0.13658565,0.13650231,0.13363117
Standard stdev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seq mean,1.1327982,0.14284597,0.16539213,0.2125639,0.16779742,0.093746856,0.13541973,0.1383894,0.07355025,0.03940836
Seq stdev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Data set,num of models,Epochs per measurement,total epochs,mapping layer size
makedata1,2,1,9,4
