Standard mean,1.6188264,0.24795635,0.22726746,0.12096242,0.10599691,0.091184996,0.08491145,0.08662789,0.08048424,0.061410565
Standard stdev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seq mean,1.7107157,0.083175994,0.19986822,0.23699978,0.17821528,0.11600957,0.15637559,0.23012303,0.2091224,0.13116556
Seq stdev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Data set,num of models,Epochs per measurement,total epochs,mapping layer size
makedata2,2,1,9,4
