a,b,a+a,1/(a+1),1-a
0.317574668,1.849867478,1.023123176,3.082577997,1.882774458
0.256670566,0.183454546,0.855409432,0.164636602,0.429152921
0.032952967,0.028948951,0.074928687,0.007852081,0.061096875
0.011455421,0.028898005,0.031335837,0.011870291,0.029407705
0.01029026,0.026221867,0.018162476,0.013377688,0.030283783
0.010913662,0.021933709,0.015498469,0.015322636,0.020793617
