a,b,a+a,1/(a+1),1-a
8.817981256,9.122166022,36.11717443,2.44595022,10.44183976
8.823870099,8.432218466,34.51529678,2.24293648,8.921209739
5.596684551,9.039330082,4.130728428,5.41160439,3.435053629
0.173514519,8.575141123,1.042040979,0.120931893,0.209391481
0.043607271,8.662512634,0.183276533,0.077793583,0.047954052
0.02213362,8.671233948,0.089118874,0.08970095,0.022032494
